Buyer;BuyerSubSector;Client;ClientSubSector;NDeals;NumberOfNDAPerBuyerInSubSector;NumberOfGosPerBuyerInSubSector;NumberOfGosPerSizeInSubSector;NumberOfNBOperDealsInSubSector;AverageSizePerDealInSubSector;MedianSizePerDealInSubSector;NBOLastDatePerDealInSubSector;DealClosePerClientSector;LastDateCloseDealPerInSubSector;MostRecentContact;IsEqual
Bain & Company;Consulting;K21;IT Services;11;4;6;0;0;158.33;150;;3;11/02/2022 00:00;Esther.Gonzalez@Bain.com;false
Bain Capital;Asset Management;Blue Health;Dental & Medical devices (produção e distribuição);2;0;1;0;0;150;150;;1;03/06/2022 00:00;cfeil@baincapital.com;false
Bain Capital;Asset Management;Pipa Studio 2020;IT Services;2;0;1;0;0;;;;0;11/02/2022 00:00;cfeil@baincapital.com;false
BairesDev;IT Services;Framework;IT Services;1;0;1;0;0;200;200;;0;11/02/2022 00:00;;true
Balchem;Industria e distribuição de Químicos & Ingredientes;Caif;Industria e distribuição de Químicos & Ingredientes;3;0;2;0;0;97.5;97.5;;0;01/12/2021 00:00;MBengtsson@BALCHEM.COM;true
Balchem;Industria e distribuição de Químicos & Ingredientes;Citróleo;Industria e distribuição de Químicos & Ingredientes;3;0;2;0;0;97.5;97.5;;0;01/12/2021 00:00;MBengtsson@BALCHEM.COM;true
Balchem;Industria e distribuição de Químicos & Ingredientes;Maian;Industria e distribuição de Químicos & Ingredientes;3;0;2;0;0;97.5;97.5;;0;01/12/2021 00:00;MBengtsson@BALCHEM.COM;true
Ball Horticultural Company;Frutas. Legumes e Verduras;Bioagro;Distribuição Agro;1;0;1;0;0;;;;0;16/02/2022 00:00;TBillings@ballhort.com;false
Ball Packaging;Embalagens;Alemolde;Embalagens;1;0;0;0;0;;;;0;;;true
Banco ABC;Bancos Tradicionais;True Securitizadora;Asset Management;10;0;1;0;0;215;215;;0;23/06/2022 00:00;bruno.miguel@abcbrasil.com.br;false
Banco ABC;Bancos Tradicionais;Beta Learning;IT Services;10;1;3;0;0;162.5;150;;1;11/02/2022 00:00;bruno.miguel@abcbrasil.com.br;false
Banco ABC;Bancos Tradicionais;Kunumi;IT Services;10;1;3;0;0;162.5;150;;1;11/02/2022 00:00;bruno.miguel@abcbrasil.com.br;false
Banco ABC;Bancos Tradicionais;Clamper;Indústria Pesada. Máquinas e Equipamentos;10;1;1;0;0;300;300;;0;06/05/2021 00:00;bruno.miguel@abcbrasil.com.br;false
Banco ABC;Bancos Tradicionais;Framework;IT Services;10;1;3;0;0;162.5;150;;1;11/02/2022 00:00;bruno.miguel@abcbrasil.com.br;false
Banco ABC;Bancos Tradicionais;Prime Energy;Energia;10;0;0;0;0;;;;0;;bruno.miguel@abcbrasil.com.br;false
Banco ABC;Bancos Tradicionais;Irroba;Marketplace Diversos;10;0;1;1;0;80;80;;0;02/07/2021 00:00;bruno.miguel@abcbrasil.com.br;false
Banco ABC;Bancos Tradicionais;Angá Asset Management;Asset Management;10;0;1;0;0;215;215;;0;23/06/2022 00:00;bruno.miguel@abcbrasil.com.br;false
Banco ABC;Bancos Tradicionais;Hartb;IT Services;10;1;3;0;0;162.5;150;;1;11/02/2022 00:00;bruno.miguel@abcbrasil.com.br;false
Banco ABC;Bancos Tradicionais;Agrometrika;Software;10;0;0;0;0;50;50;;0;04/04/2022 00:00;bruno.miguel@abcbrasil.com.br;false
Banco Abc Brasil;Wealth Management;Ioasys;IT Services;1;1;1;1;0;200;200;;1;11/02/2022 00:00;ricardo.moura@abcbrasil.com.br;false
Banco Alfa;Wealth & Capital Markets Tech OLD;Agrometrika;Software;4;0;1;0;0;50;50;;0;04/04/2022 00:00;nelson.andrade@alfa.com.br;false
Banco Alfa;Wealth & Capital Markets Tech OLD;Suhai 2020;Seguradoras & Corretoras de Seguros;4;0;1;0;0;;;;0;;nelson.andrade@alfa.com.br;false
Banco Alfa;Wealth & Capital Markets Tech OLD;Angá Asset Management;Asset Management;4;0;0;0;0;300;300;;0;23/06/2022 00:00;nelson.andrade@alfa.com.br;false
Banco Alfa;Wealth & Capital Markets Tech OLD;BxBlue;Fintech;4;1;1;0;0;100;100;;0;31/08/2021 00:00;nelson.andrade@alfa.com.br;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Packing Group;Embalagens;57;0;1;0;0;;;;0;;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Squadra IT;IT Services;57;1;7;1;0;166.67;150;;2;11/02/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Beta Learning;IT Services;57;1;7;1;0;166.67;150;;2;11/02/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Artecola 2020;Industria e distribuição de Químicos & Ingredientes;57;1;2;0;0;150;150;;0;01/12/2021 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Quadra Capital;Asset Management;57;6;3;0;4;315.45;250;23/06/2022 14:15;3;23/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Kawa;Asset Management;57;6;3;0;4;315.45;250;23/06/2022 14:15;3;23/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Adeste 2021;Industria e distribuição de Químicos & Ingredientes;57;1;2;0;0;150;150;;0;01/12/2021 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;E-Commerce Brasil;Consulting;57;0;2;0;0;40;40;;1;31/03/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Parque das Flores;Dental & Medical devices (produção e distribuição);57;2;4;0;1;120;100;19/04/2021 07:53;1;03/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Escola Conquer;Ensino Superior;57;0;0;0;1;50;50;02/02/2021 14:01;1;01/07/2021 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;DMCard 2020;Meios de Pagamento;57;0;1;0;0;350;350;;1;14/04/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Kunumi;IT Services;57;1;7;1;0;166.67;150;;2;11/02/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;BxBlue;Fintech;57;2;0;0;0;100;100;;0;31/08/2021 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Lola Cosmetics;Produtos de Uso Pessoal e Cosméticos;57;1;1;0;0;600;600;;0;15/10/2021 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;ComDinheiro;Geração de conteúdo e Publicações;57;0;0;0;0;70;70;;1;04/01/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Locar 2020;Locação de Ativos;57;0;0;0;0;500;500;;0;;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;SVN Investimentos;Asset Management;57;6;3;0;4;315.45;250;23/06/2022 14:15;3;23/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Trademaster 2022;Asset Management;57;6;3;0;4;315.45;250;23/06/2022 14:15;3;23/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Giant Capital;Asset Management;57;6;3;0;4;315.45;250;23/06/2022 14:15;3;23/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;FULLFace;Software;57;1;2;0;0;73.33;70;;1;04/04/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Rancho Alegre;Nutrição animal;57;0;0;0;0;;;;0;;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Blue Health;Dental & Medical devices (produção e distribuição);57;2;4;0;1;120;100;19/04/2021 07:53;1;03/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;RBR Asset;Asset Management;57;6;3;0;4;315.45;250;23/06/2022 14:15;3;23/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Volanty;Marketplace Diversos;57;0;1;0;0;200;200;;1;02/07/2021 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Angá Asset Management;Asset Management;57;6;3;0;4;315.45;250;23/06/2022 14:15;3;23/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Appmax;Meios de Pagamento;57;0;1;0;0;350;350;;1;14/04/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Passfolio;Fintech;57;2;0;0;0;100;100;;0;31/08/2021 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Plenum;Dental & Medical devices (produção e distribuição);57;2;4;0;1;120;100;19/04/2021 07:53;1;03/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Hinove;Fertilizantes & Defensivos;57;0;0;0;0;300;300;;0;03/02/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Cedro Tech;Software;57;1;2;0;0;73.33;70;;1;04/04/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Spectra;Asset Management;57;6;3;0;4;315.45;250;23/06/2022 14:15;3;23/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Plenum 2022;Dental & Medical devices (produção e distribuição);57;2;4;0;1;120;100;19/04/2021 07:53;1;03/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Canary;Asset Management;57;6;3;0;4;315.45;250;23/06/2022 14:15;3;23/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Colégio GGE;Ensino Básico;57;1;0;0;1;;;02/12/2020 09:40;0;;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Ioasys;IT Services;57;1;7;1;0;166.67;150;;2;11/02/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;VIP Office;Laje Comercial;57;0;1;0;0;;;;0;;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Plenum;Dental & Medical devices (produção e distribuição);57;2;4;0;1;120;100;19/04/2021 07:53;1;03/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;TM1;Marketing Services;57;0;1;0;0;120;120;;0;26/05/2021 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Absolute Investimentos;Asset Management;57;6;3;0;4;315.45;250;23/06/2022 14:15;3;23/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Kiko's;Varejo Especializado;57;1;2;0;0;;;;0;25/02/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Prime Energy;Energia;57;0;1;0;0;200;200;;0;;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Kadima Asset;Asset Management;57;6;3;0;4;315.45;250;23/06/2022 14:15;3;23/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Benner;IT Services;57;1;7;1;0;166.67;150;;2;11/02/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;CDF;Serviços Terceirizados (limpeza. segurança e catering);57;0;0;0;1;;;16/04/2021 00:00;1;24/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Pixit;IT Services;57;1;7;1;0;166.67;150;;2;11/02/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Hartb;IT Services;57;1;7;1;0;166.67;150;;2;11/02/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;AfferoLab;Consulting;57;0;2;0;0;40;40;;1;31/03/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Piramidal 2020;Industria e distribuição de Químicos & Ingredientes;57;1;2;0;0;150;150;;0;01/12/2021 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Bel Cosméticos;Varejo Especializado;57;1;2;0;0;;;;0;25/02/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;True Securitizadora;Asset Management;57;6;3;0;4;315.45;250;23/06/2022 14:15;3;23/06/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Vitabe;Produtos de Uso Pessoal e Cosméticos;57;1;1;0;0;600;600;;0;15/10/2021 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Tangerino;Software;57;1;2;0;0;73.33;70;;1;04/04/2022 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Pet Society;Pet (Indústria e Varejo);57;0;1;1;0;100;100;;0;;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Esfera Energia;Energia;57;0;1;0;0;200;200;;0;;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Skala;Produtos de Uso Pessoal e Cosméticos;57;1;1;0;0;600;600;;0;15/10/2021 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Social Bank;Fintech;57;2;0;0;0;100;100;;0;31/08/2021 00:00;Felipe.Gottlieb@btgpactual.com;false
Banco BTG Pactual S.A.;Bancos Tradicionais;Recebíveis NYC | Hotel Pirâmide (Recebíveis);Hotelaria;57;0;1;1;0;;;;0;;Felipe.Gottlieb@btgpactual.com;false
Banco BV;Bancos Tradicionais;Agrometrika;Software;3;0;2;0;0;75;75;;0;04/04/2022 00:00;;false
Banco BV;Bancos Tradicionais;BxBlue;Fintech;3;0;1;0;0;100;100;;0;31/08/2021 00:00;;false
Banco BV;Bancos Tradicionais;Cedro Tech;Software;3;0;2;0;0;75;75;;0;04/04/2022 00:00;;false
Banco Bilbao Vizcaya Argentaria Brasil (bbva);Wealth & Capital Markets Tech OLD;Banco Rendimento;Bancos Tradicionais;2;0;1;0;0;;;;0;;;false
Banco Bilbao Vizcaya Argentaria Brasil (bbva);Wealth & Capital Markets Tech OLD;Bexs;Fintech;2;0;0;0;0;;;;0;31/08/2021 00:00;;false
Banco Bmg;Bancos Tradicionais;True Securitizadora;Asset Management;5;0;0;0;0;130;130;;0;23/06/2022 00:00;flaviopentagna.neto@bancobmg.com.br;false
Banco Bmg;Bancos Tradicionais;BxBlue;Fintech;5;0;0;0;0;100;100;;0;31/08/2021 00:00;flaviopentagna.neto@bancobmg.com.br;false
Banco Bmg;Bancos Tradicionais;Suhai 2020;Seguradoras & Corretoras de Seguros;5;0;1;0;0;;;;0;;flaviopentagna.neto@bancobmg.com.br;false
Banco Bmg;Bancos Tradicionais;MedPrev;Varejo Especializado;5;0;0;0;0;;;;0;25/02/2022 00:00;flaviopentagna.neto@bancobmg.com.br;false
Banco Bmg;Bancos Tradicionais;Clamper;Indústria Pesada. Máquinas e Equipamentos;5;0;0;0;0;300;300;;0;06/05/2021 00:00;flaviopentagna.neto@bancobmg.com.br;false
Banco Bradesco S.A.;Bancos Tradicionais;Giant Capital;Asset Management;11;0;3;1;0;187.5;190;;2;23/06/2022 00:00;eduardo.kupper@bradescobbi.com.br;false
Banco Bradesco S.A.;Bancos Tradicionais;Squadra IT;IT Services;11;0;2;0;0;150;150;;1;11/02/2022 00:00;eduardo.kupper@bradescobbi.com.br;false
Banco Bradesco S.A.;Bancos Tradicionais;RBR Asset;Asset Management;11;0;3;1;0;187.5;190;;2;23/06/2022 00:00;eduardo.kupper@bradescobbi.com.br;false
Banco Bradesco S.A.;Bancos Tradicionais;K21;IT Services;11;0;2;0;0;150;150;;1;11/02/2022 00:00;eduardo.kupper@bradescobbi.com.br;false
Banco Bradesco S.A.;Bancos Tradicionais;Kawa;Asset Management;11;0;3;1;0;187.5;190;;2;23/06/2022 00:00;eduardo.kupper@bradescobbi.com.br;false
Banco Bradesco S.A.;Bancos Tradicionais;BxBlue;Fintech;11;1;0;0;0;100;100;;1;31/08/2021 00:00;eduardo.kupper@bradescobbi.com.br;false
Banco Bradesco S.A.;Bancos Tradicionais;Beta Learning;IT Services;11;0;2;0;0;150;150;;1;11/02/2022 00:00;eduardo.kupper@bradescobbi.com.br;false
Banco Bradesco S.A.;Bancos Tradicionais;True Securitizadora;Asset Management;11;0;3;1;0;187.5;190;;2;23/06/2022 00:00;eduardo.kupper@bradescobbi.com.br;false
Banco Bradesco S.A.;Bancos Tradicionais;Prime Energy;Energia;11;0;1;0;0;;;;0;;eduardo.kupper@bradescobbi.com.br;false
Banco Bradesco S.A.;Bancos Tradicionais;Kadima Asset;Asset Management;11;0;3;1;0;187.5;190;;2;23/06/2022 00:00;eduardo.kupper@bradescobbi.com.br;false
Banco Bradesco S.A.;Bancos Tradicionais;Trademaster;Fintech;11;1;0;0;0;100;100;;1;31/08/2021 00:00;eduardo.kupper@bradescobbi.com.br;false
Banco Cetelem;Bancos Tradicionais;Ioasys;IT Services;1;0;1;1;0;200;200;;1;11/02/2022 00:00;antonys.santana@cetelem.com.br;false
Banco Daycoval;;Kunumi;IT Services;4;0;4;0;0;175;175;;2;11/02/2022 00:00;ricardo.gelbaum@bancodaycoval.com.br;false
Banco Daycoval;;Framework;IT Services;4;0;4;0;0;175;175;;2;11/02/2022 00:00;ricardo.gelbaum@bancodaycoval.com.br;false
Banco Daycoval;;Beta Learning;IT Services;4;0;4;0;0;175;175;;2;11/02/2022 00:00;ricardo.gelbaum@bancodaycoval.com.br;false
Banco Daycoval;;Ioasys;IT Services;4;0;4;0;0;175;175;;2;11/02/2022 00:00;ricardo.gelbaum@bancodaycoval.com.br;false
Banco Fator;Macro Real Estate OLD;True Securitizadora;Asset Management;1;0;1;0;0;130;130;;0;23/06/2022 00:00;;false
Banco Fibra;Wealth & Capital Markets Tech OLD;Agrometrika;Software;1;1;0;0;0;50;50;;0;04/04/2022 00:00;;false
Banco Inter;Fintech;Buson (Guichê Virtual);Marketplace Diversos;30;0;0;0;0;100;100;;0;02/07/2021 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Absolute Investimentos;Asset Management;30;2;5;1;0;292.86;300;;2;23/06/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Hartb;IT Services;30;0;4;0;0;143.33;150;;2;11/02/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Laqus;Software;30;0;2;0;0;100;100;;0;04/04/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;True Securitizadora;Asset Management;30;2;5;1;0;292.86;300;;2;23/06/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Suhai 2020;Seguradoras & Corretoras de Seguros;30;0;1;0;0;;;;0;;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;GTIS Partners;Asset Management;30;2;5;1;0;292.86;300;;2;23/06/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Beta Learning;IT Services;30;0;4;0;0;143.33;150;;2;11/02/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;MedPrev;Varejo Especializado;30;0;2;0;0;400;400;;0;25/02/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Lucree;Meios de Pagamento;30;0;1;0;0;500;500;;0;14/04/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Max Milhas;Varejo Especializado;30;0;2;0;0;400;400;;0;25/02/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Esfera Energia;Energia;30;0;2;0;0;200;200;;0;;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;BxBlue;Fintech;30;0;2;0;0;100;100;;1;31/08/2021 00:00;eduardo.lopes@bancointer.com.br;true
Banco Inter;Fintech;TM1;Marketing Services;30;1;1;0;0;120;120;;0;26/05/2021 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;LinkApi;IT Services;30;0;4;0;0;143.33;150;;2;11/02/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Studio Sol;Geração de conteúdo e Publicações;30;0;0;0;0;;;;0;04/01/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Suno Research;Asset Management;30;2;5;1;0;292.86;300;;2;23/06/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;RBR Asset;Asset Management;30;2;5;1;0;292.86;300;;2;23/06/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Zarpo;Varejo Especializado;30;0;2;0;0;400;400;;0;25/02/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Prime Energy;Energia;30;0;2;0;0;200;200;;0;;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Cedro Tech;Software;30;0;2;0;0;100;100;;0;04/04/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;E-Commerce Brasil;Consulting;30;0;1;0;0;40;40;;0;31/03/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Kadima Asset;Asset Management;30;2;5;1;0;292.86;300;;2;23/06/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Iaudit;Serviços de Engenharia e TIC;30;1;1;0;0;200;200;;0;27/04/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Appmax;Meios de Pagamento;30;0;1;0;0;500;500;;0;14/04/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Kunumi;IT Services;30;0;4;0;0;143.33;150;;2;11/02/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Squadra IT;IT Services;30;0;4;0;0;143.33;150;;2;11/02/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Trademaster;Fintech;30;0;2;0;0;100;100;;1;31/08/2021 00:00;eduardo.lopes@bancointer.com.br;true
Banco Inter;Fintech;Angá Asset Management;Asset Management;30;2;5;1;0;292.86;300;;2;23/06/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Inter;Fintech;Pixit;IT Services;30;0;4;0;0;143.33;150;;2;11/02/2022 00:00;eduardo.lopes@bancointer.com.br;false
Banco Itaú BBA;Bancos Tradicionais;BxBlue;Fintech;5;0;1;0;0;100;100;;0;31/08/2021 00:00;;false
Banco Itaú BBA;Bancos Tradicionais;Spectra;Asset Management;5;0;1;0;0;206.67;200;;1;23/06/2022 00:00;;false
Banco Itaú BBA;Bancos Tradicionais;Clamper;Indústria Pesada. Máquinas e Equipamentos;5;0;0;0;0;300;300;;0;06/05/2021 00:00;;false
Banco Itaú BBA;Bancos Tradicionais;Suno Research;Asset Management;5;0;1;0;0;206.67;200;;1;23/06/2022 00:00;;false
Banco Itaú BBA;Bancos Tradicionais;Kadima Asset;Asset Management;5;0;1;0;0;206.67;200;;1;23/06/2022 00:00;;false
Banco Itaú Unibanco;Wealth & Capital Markets Tech OLD;Kunumi;IT Services;16;0;2;0;0;175;175;;0;11/02/2022 00:00;fernando.chagas@itau-unibanco.com.br;false
Banco Itaú Unibanco;Wealth & Capital Markets Tech OLD;True Securitizadora;Asset Management;16;0;3;0;0;226.67;250;;1;23/06/2022 00:00;fernando.chagas@itau-unibanco.com.br;false
Banco Itaú Unibanco;Wealth & Capital Markets Tech OLD;FULLFace;Software;16;1;1;0;0;66.67;50;;0;04/04/2022 00:00;fernando.chagas@itau-unibanco.com.br;false
Banco Itaú Unibanco;Wealth & Capital Markets Tech OLD;RBR Asset;Asset Management;16;0;3;0;0;226.67;250;;1;23/06/2022 00:00;fernando.chagas@itau-unibanco.com.br;false
Banco Itaú Unibanco;Wealth & Capital Markets Tech OLD;Suhai 2020;Seguradoras & Corretoras de Seguros;16;0;0;0;0;;;;0;;fernando.chagas@itau-unibanco.com.br;false
